,predicciones_lightgbm
35030,0
35031,0
35032,0
35033,0
35034,0
35035,0
35036,0
35037,0
35038,0
35039,0
35040,0
35041,0
35042,0
35043,0
35044,0
35045,1
35046,0
35047,0
35048,0
35049,1
35050,0
35051,0
35052,1
35053,0
35054,0
35055,1
35056,0
35057,0
35058,0
35059,0
35060,0
35061,0
35062,1
35063,0
35064,0
35065,0
35066,0
35067,0
35068,0
35069,0
35070,0
35071,0
35072,0
35073,0
35074,0
35075,0
35076,0
35077,0
35078,0
35079,0
35080,0
35081,0
35082,0
35083,0
35084,0
35085,0
35086,0
35087,0
35088,1
35089,0
35090,0
35091,0
35092,0
35093,1
35094,0
35095,0
35096,0
35097,0
35098,0
35099,0
35100,0
35101,0
35102,1
35103,0
35104,0
35105,0
35106,0
35107,0
35108,0
35109,0
35110,0
35111,0
35112,1
35113,0
35114,0
35115,0
35116,0
35117,0
35118,0
35119,0
35120,0
35121,0
35122,0
35123,0
35124,1
35125,0
35126,0
35127,0
35128,0
35129,0
35130,0
35131,0
35132,0
35133,0
35134,0
35135,0
35136,1
35137,0
35138,0
35139,0
35140,0
35141,0
35142,0
35143,0
35144,0
35145,0
35146,0
35147,0
35148,0
35149,1
35150,0
35151,1
35152,0
35153,0
35154,0
35155,1
35156,0
35157,1
35158,0
35159,0
35160,0
35161,0
35162,0
35163,0
35164,0
35165,1
35166,0
35167,0
35168,0
35169,0
35170,0
35171,0
35172,1
35173,0
35174,0
35175,0
35176,0
35177,0
35178,0
35179,0
35180,0
35181,0
35182,0
35183,0
35184,0
35185,0
35186,0
35187,1
35188,0
35189,0
35190,0
35191,1
35192,0
35193,0
35194,0
35195,0
35196,0
35197,0
35198,1
35199,0
35200,0
35201,0
35202,0
35203,0
35204,0
35205,1
35206,0
35207,0
35208,0
35209,0
35210,0
35211,0
35212,0
35213,1
35214,1
35215,0
35216,0
35217,0
35218,0
35219,0
35220,0
35221,0
35222,0
35223,0
35224,1
35225,0
35226,0
35227,0
35228,0
35229,0
35230,0
35231,0
35232,0
35233,0
35234,0
35235,1
35236,0
35237,0
35238,0
35239,0
35240,0
35241,0
35242,0
35243,0
35244,0
35245,0
35246,0
35247,2
35248,0
35249,0
35250,0
35251,0
35252,0
35253,0
35254,0
35255,0
35256,0
35257,0
35258,0
35259,0
35260,1
35261,0
35262,0
35263,0
35264,0
35265,0
35266,0
35267,0
35268,0
35269,1
35270,2
35271,0
35272,0
35273,0
35274,0
35275,0
35276,0
35277,0
35278,0
35279,0
35280,0
35281,0
35282,0
35283,0
35284,0
35285,0
35286,0
35287,0
35288,0
35289,1
35290,0
35291,0
35292,0
35293,0
35294,0
35295,0
35296,0
35297,0
35298,0
35299,0
35300,0
35301,0
35302,0
35303,0
35304,0
35305,0
35306,0
35307,0
35308,0
35309,1
35310,0
35311,0
35312,0
35313,0
35314,0
35315,0
35316,0
35317,0
35318,0
35319,0
35320,0
35321,1
35322,0
35323,0
35324,0
35325,0
35326,1
35327,1
35328,0
35329,0
35330,0
35331,0
35332,0
35333,0
35334,0
35335,0
35336,0
35337,0
35338,0
35339,0
35340,2
35341,0
35342,1
35343,0
35344,0
35345,0
35346,0
35347,0
35348,0
35349,0
35350,1
35351,0
35352,0
35353,0
35354,1
35355,0
35356,0
35357,1
35358,0
35359,0
35360,0
35361,0
35362,0
35363,0
35364,0
35365,0
35366,1
35367,0
35368,0
35369,0
35370,1
35371,0
35372,0
35373,1
35374,0
35375,0
35376,0
35377,0
35378,0
35379,0
35380,0
35381,0
35382,0
35383,0
35384,0
35385,0
35386,0
35387,0
35388,0
35389,0
35390,1
35391,0
35392,0
35393,0
35394,0
35395,1
35396,0
35397,0
35398,0
35399,0
35400,0
35401,0
35402,0
35403,0
35404,0
35405,0
35406,0
35407,0
35408,1
35409,0
35410,0
35411,0
35412,0
35413,0
35414,0
35415,0
35416,0
35417,0
35418,0
35419,0
35420,0
35421,1
35422,0
35423,0
35424,0
35425,1
35426,0
35427,0
35428,0
35429,0
35430,0
35431,0
35432,0
35433,0
35434,0
35435,0
35436,1
35437,0
35438,0
35439,0
35440,0
35441,0
35442,0
35443,0
35444,0
35445,0
35446,0
35447,1
35448,0
35449,1
35450,0
35451,1
35452,0
35453,0
35454,0
35455,0
35456,0
35457,0
35458,0
35459,2
35460,0
35461,0
35462,0
35463,0
35464,0
35465,0
35466,0
35467,0
35468,0
35469,0
35470,0
35471,0
35472,0
35473,0
35474,0
35475,0
35476,0
35477,0
35478,0
35479,0
35480,0
35481,0
35482,0
35483,0
35484,0
35485,0
35486,0
35487,0
35488,1
35489,0
35490,0
35491,0
35492,0
35493,0
35494,0
35495,0
35496,0
35497,1
35498,0
35499,0
35500,0
35501,1
35502,1
35503,0
35504,0
35505,0
35506,2
35507,1
35508,0
35509,0
35510,0
35511,0
35512,0
35513,1
35514,0
35515,0
35516,0
35517,0
35518,0
35519,0
35520,0
35521,0
35522,1
35523,0
35524,0
35525,0
35526,0
35527,0
35528,0
35529,0
35530,1
35531,1
35532,0
35533,0
35534,0
35535,0
35536,0
35537,0
35538,0
35539,0
35540,0
35541,0
35542,1
35543,0
35544,0
35545,0
35546,0
35547,0
35548,0
35549,0
35550,0
35551,0
35552,1
35553,0
35554,0
35555,0
35556,0
35557,0
35558,0
35559,2
35560,0
35561,0
35562,0
35563,0
35564,0
35565,0
35566,0
35567,0
35568,0
35569,0
35570,0
35571,0
35572,0
35573,0
35574,0
35575,0
35576,2
35577,0
35578,0
35579,0
35580,1
35581,0
35582,0
35583,0
35584,0
35585,0
35586,0
35587,0
35588,0
35589,0
35590,0
35591,0
35592,0
35593,0
35594,0
35595,0
35596,1
35597,0
35598,0
35599,0
35600,0
35601,0
35602,0
35603,0
35604,0
35605,0
35606,0
35607,0
35608,1
35609,0
35610,0
35611,0
35612,0
35613,0
35614,0
35615,0
35616,0
35617,0
35618,0
35619,0
35620,0
35621,1
35622,0
35623,0
35624,1
35625,0
35626,0
35627,0
35628,0
35629,0
35630,0
35631,0
35632,0
35633,0
35634,1
35635,0
35636,0
35637,0
35638,0
35639,0
35640,1
35641,0
35642,1
35643,0
35644,0
35645,0
35646,1
35647,0
35648,0
35649,0
35650,0
35651,0
35652,1
35653,0
35654,0
35655,0
35656,0
35657,1
35658,0
35659,0
35660,0
35661,0
35662,0
35663,0
35664,0
35665,0
35666,0
35667,0
35668,0
35669,0
35670,0
35671,1
35672,0
35673,0
35674,0
35675,0
35676,0
35677,0
35678,0
35679,0
35680,1
35681,0
35682,0
35683,1
35684,3
35685,0
35686,1
35687,0
35688,0
35689,0
35690,1
35691,0
35692,1
35693,0
35694,0
35695,0
35696,0
35697,0
35698,0
35699,1
35700,0
35701,2
35702,0
35703,0
35704,0
35705,0
35706,0
35707,2
35708,0
35709,1
35710,0
35711,0
35712,0
35713,0
35714,0
35715,0
35716,0
35717,0
35718,0
35719,2
35720,0
35721,0
35722,0
35723,0
35724,0
35725,2
35726,0
35727,0
35728,0
35729,0
35730,0
35731,0
35732,0
35733,0
35734,0
35735,0
35736,0
35737,0
35738,0
35739,0
35740,0
35741,1
35742,0
35743,0
35744,0
35745,0
35746,1
35747,1
35748,0
35749,1
35750,0
35751,0
35752,0
35753,1
35754,2
35755,1
35756,0
35757,1
35758,0
35759,3
35760,1
35761,0
35762,0
35763,0
35764,1
35765,1
35766,0
35767,0
35768,2
35769,1
35770,0
35771,1
35772,0
35773,0
35774,0
35775,0
35776,0
35777,0
35778,0
35779,0
35780,0
35781,1
35782,0
35783,0
35784,0
35785,0
35786,0
35787,0
35788,1
35789,0
35790,0
35791,0
35792,0
35793,1
35794,0
35795,0
35796,0
35797,0
35798,2
35799,0
35800,1
35801,0
35802,0
35803,0
35804,0
35805,0
35806,0
35807,0
35808,0
35809,0
35810,0
35811,0
35812,1
35813,0
35814,0
35815,0
35816,0
35817,0
35818,0
35819,0
35820,2
35821,0
35822,0
35823,0
35824,0
35825,0
35826,0
35827,1
35828,1
35829,0
35830,0
35831,0
35832,0
35833,0
35834,1
35835,0
35836,0
35837,0
35838,1
35839,1
35840,0
35841,1
35842,0
35843,0
35844,0
35845,0
35846,0
35847,0
35848,0
35849,0
35850,0
35851,0
35852,0
35853,1
35854,0
35855,0
35856,0
35857,0
35858,0
35859,0
35860,0
35861,0
35862,0
35863,0
35864,0
35865,1
35866,0
35867,0
35868,0
35869,0
35870,0
35871,0
35872,0
35873,0
35874,0
35875,0
35876,0
35877,0
35878,0
35879,0
35880,0
35881,0
35882,0
35883,0
35884,0
35885,0
35886,1
35887,0
35888,0
35889,0
35890,0
35891,1
35892,0
35893,0
35894,0
35895,0
35896,0
35897,2
35898,0
35899,0
35900,0
35901,0
35902,0
35903,0
35904,0
35905,0
35906,0
35907,1
35908,1
35909,0
35910,0
35911,0
35912,1
35913,0
35914,0
35915,0
35916,0
35917,0
35918,0
35919,1
35920,0
35921,0
35922,0
35923,0
35924,0
35925,0
35926,0
35927,0
35928,1
35929,0
35930,1
35931,0
35932,0
35933,0
35934,1
35935,0
35936,0
35937,0
35938,0
35939,1
35940,0
35941,0
35942,0
35943,0
35944,0
35945,0
35946,0
35947,0
35948,0
35949,1
35950,0
35951,0
35952,0
35953,1
35954,0
35955,0
35956,0
35957,0
35958,0
35959,0
35960,0
35961,1
35962,0
35963,0
35964,0
35965,0
35966,1
35967,0
35968,0
35969,0
35970,1
35971,0
35972,0
35973,1
35974,0
35975,0
35976,0
35977,0
35978,0
35979,0
35980,1
35981,0
35982,0
35983,0
35984,1
35985,1
35986,0
35987,1
35988,0
35989,0
35990,0
35991,0
35992,0
35993,0
35994,0
35995,1
35996,1
35997,1
35998,0
35999,0
36000,0
36001,0
36002,0
36003,0
36004,0
36005,0
36006,0
36007,0
36008,0
36009,1
36010,0
36011,0
36012,0
36013,0
36014,1
36015,0
36016,0
36017,0
36018,0
36019,0
36020,0
36021,0
36022,0
36023,0
36024,0
36025,0
36026,3
36027,0
36028,0
36029,0
36030,0
36031,1
36032,0
36033,0
36034,0
36035,0
36036,0
36037,0
36038,1
36039,1
36040,0
36041,0
36042,0
36043,0
36044,0
36045,0
36046,0
36047,0
36048,0
36049,0
36050,0
36051,0
36052,0
36053,0
36054,0
36055,0
36056,0
36057,0
36058,0
36059,0
36060,0
36061,0
36062,0
36063,0
36064,0
36065,0
36066,1
36067,0
36068,0
36069,0
36070,0
36071,0
36072,0
36073,0
36074,0
36075,0
36076,0
36077,0
36078,1
36079,0
36080,1
36081,0
36082,1
36083,0
36084,0
36085,0
36086,1
36087,0
36088,0
36089,0
36090,0
36091,0
36092,0
36093,3
36094,0
36095,0
36096,0
36097,0
36098,0
36099,0
36100,0
36101,0
36102,0
36103,0
36104,1
36105,1
36106,0
36107,0
36108,0
36109,0
36110,0
36111,0
36112,1
36113,0
36114,1
36115,0
36116,1
36117,0
36118,0
36119,0
36120,1
36121,0
36122,0
36123,0
36124,1
36125,0
36126,0
36127,1
36128,0
36129,0
36130,0
36131,0
36132,0
36133,1
36134,0
36135,1
36136,0
36137,0
36138,0
36139,0
36140,1
36141,1
36142,0
36143,0
36144,0
36145,0
36146,0
36147,0
36148,0
36149,0
36150,0
36151,0
36152,0
36153,0
36154,0
36155,0
36156,0
36157,1
36158,1
36159,0
36160,0
36161,0
36162,0
36163,1
36164,0
36165,0
36166,0
36167,0
36168,0
36169,0
36170,0
36171,0
36172,0
36173,0
36174,0
36175,0
36176,0
36177,0
36178,1
36179,0
36180,0
36181,0
36182,0
36183,0
36184,0
36185,0
36186,1
36187,0
36188,0
36189,0
36190,0
36191,0
36192,1
36193,0
36194,1
36195,0
36196,0
36197,0
36198,0
36199,0
36200,0
36201,1
36202,0
36203,0
36204,0
36205,0
36206,3
36207,0
36208,0
36209,0
36210,0
36211,0
36212,0
36213,0
36214,0
36215,0
36216,1
36217,0
36218,1
36219,0
36220,1
36221,0
36222,0
36223,0
36224,0
36225,0
36226,0
36227,0
36228,0
36229,3
36230,0
36231,0
36232,0
36233,0
36234,0
36235,0
36236,0
36237,2
36238,0
36239,0
36240,0
36241,0
36242,0
36243,0
36244,0
36245,0
36246,0
36247,0
36248,2
36249,0
36250,0
36251,0
36252,0
36253,0
36254,1
36255,0
36256,0
36257,0
36258,0
36259,0
36260,0
36261,0
36262,0
36263,0
36264,0
36265,0
36266,0
36267,0
36268,0
36269,1
36270,1
36271,0
36272,0
36273,0
36274,0
36275,0
36276,1
36277,0
36278,0
36279,0
36280,0
36281,0
36282,3
36283,0
36284,0
36285,0
36286,0
36287,0
36288,0
36289,0
36290,0
36291,1
36292,0
36293,0
36294,0
36295,0
36296,0
36297,0
36298,0
36299,0
36300,1
36301,0
36302,0
36303,0
36304,0
36305,0
36306,1
36307,0
36308,1
36309,0
36310,0
36311,1
36312,0
36313,0
36314,0
36315,0
36316,1
36317,0
36318,0
36319,0
36320,1
36321,0
36322,1
36323,0
36324,1
36325,1
36326,0
36327,0
36328,0
36329,0
36330,0
36331,0
36332,0
36333,0
36334,0
36335,0
36336,0
36337,0
36338,0
36339,0
36340,0
36341,0
36342,0
36343,1
36344,0
36345,0
36346,0
36347,0
36348,0
36349,0
36350,0
36351,0
36352,0
36353,1
36354,0
36355,0
36356,0
36357,0
36358,0
36359,0
36360,0
36361,0
36362,0
36363,0
36364,1
36365,0
36366,1
36367,0
36368,1
36369,0
36370,0
36371,0
36372,0
36373,1
36374,1
36375,1
36376,0
36377,0
36378,0
36379,0
36380,0
36381,1
36382,0
36383,0
36384,0
36385,1
36386,0
36387,0
36388,0
36389,0
36390,0
36391,0
36392,0
36393,0
36394,0
36395,0
36396,0
36397,0
36398,1
36399,0
36400,1
36401,0
36402,2
36403,0
36404,0
36405,1
36406,0
36407,0
36408,0
36409,0
36410,0
36411,2
36412,1
36413,0
36414,0
36415,0
36416,0
36417,0
36418,0
36419,0
36420,0
36421,0
36422,0
36423,0
36424,1
36425,0
36426,0
36427,0
36428,0
36429,4
36430,0
36431,2
36432,0
36433,0
36434,0
36435,1
36436,1
36437,0
36438,0
36439,0
36440,0
36441,0
36442,0
36443,1
36444,0
36445,0
36446,0
36447,1
36448,0
36449,0
36450,0
36451,0
36452,0
36453,0
36454,0
36455,0
36456,0
36457,0
36458,1
36459,0
36460,0
36461,0
36462,0
36463,0
36464,0
36465,0
36466,0
36467,0
36468,0
36469,0
36470,0
36471,0
36472,0
36473,0
36474,0
36475,0
36476,0
36477,0
36478,0
36479,1
36480,0
36481,0
36482,0
36483,0
36484,0
36485,0
36486,0
36487,0
36488,0
36489,0
36490,0
36491,0
36492,0
36493,0
36494,0
36495,0
36496,0
36497,0
36498,0
36499,1
36500,0
36501,0
36502,0
36503,0
36504,0
36505,0
36506,0
36507,0
36508,0
36509,1
36510,0
36511,0
36512,0
36513,0
36514,0
36515,0
36516,0
36517,0
36518,0
36519,0
36520,0
36521,1
36522,0
36523,0
36524,0
36525,1
36526,0
36527,1
36528,0
36529,0
36530,1
36531,0
36532,0
36533,0
36534,0
36535,0
36536,0
36537,0
36538,0
36539,0
36540,0
36541,0
36542,1
36543,0
36544,0
36545,0
36546,0
36547,0
36548,0
36549,0
36550,0
36551,0
36552,0
36553,0
36554,0
36555,0
36556,0
36557,0
36558,0
36559,0
36560,0
36561,0
36562,0
36563,0
36564,0
36565,0
36566,0
36567,1
36568,0
36569,0
36570,0
36571,0
36572,1
36573,1
36574,0
36575,0
36576,0
36577,0
36578,0
36579,0
36580,0
36581,0
36582,0
36583,0
36584,0
36585,0
36586,0
36587,1
36588,0
36589,0
36590,0
36591,0
36592,0
36593,0
36594,0
36595,0
36596,1
36597,0
36598,0
36599,0
36600,0
36601,0
36602,0
36603,0
36604,1
36605,0
36606,0
36607,0
36608,0
36609,0
36610,0
36611,0
36612,0
36613,2
36614,0
36615,1
36616,0
36617,0
36618,0
36619,0
36620,0
36621,0
36622,0
36623,2
36624,0
36625,0
36626,0
36627,0
36628,1
36629,0
36630,0
36631,0
36632,0
36633,0
36634,0
36635,0
36636,0
36637,0
36638,1
36639,0
36640,0
36641,0
36642,0
36643,0
36644,0
36645,0
36646,1
36647,0
36648,0
36649,0
36650,1
36651,1
36652,0
36653,0
36654,1
36655,0
36656,0
36657,0
36658,1
36659,0
36660,0
36661,0
36662,1
36663,0
36664,0
36665,0
36666,0
36667,0
36668,0
36669,0
36670,1
36671,0
36672,2
36673,1
36674,1
36675,0
36676,0
36677,0
36678,0
36679,1
36680,0
36681,0
36682,1
36683,0
36684,0
36685,1
36686,0
36687,0
36688,0
36689,0
36690,0
36691,3
36692,0
36693,0
36694,0
36695,0
36696,0
36697,0
36698,0
36699,0
36700,0
36701,0
36702,0
36703,0
36704,0
36705,0
36706,0
36707,0
36708,0
36709,0
36710,0
36711,0
36712,0
36713,0
36714,0
36715,0
36716,0
36717,0
36718,1
36719,0
36720,0
36721,0
36722,0
36723,0
36724,0
36725,0
36726,0
36727,2
36728,0
36729,0
36730,0
36731,0
36732,0
36733,0
36734,1
36735,0
36736,0
36737,0
36738,0
36739,0
36740,2
36741,0
36742,1
36743,0
36744,2
36745,0
36746,0
36747,1
36748,0
36749,0
36750,0
36751,1
36752,0
36753,0
36754,0
36755,0
36756,0
36757,0
36758,0
36759,0
36760,1
36761,0
36762,0
36763,0
36764,0
36765,1
36766,0
36767,1
36768,0
36769,0
36770,0
36771,0
36772,1
36773,0
36774,0
36775,1
36776,0
36777,0
36778,0
36779,1
36780,0
36781,0
36782,0
36783,0
36784,0
36785,0
36786,1
36787,0
36788,0
36789,0
36790,0
36791,0
36792,0
36793,0
36794,0
36795,0
36796,0
36797,0
36798,0
36799,0
36800,0
36801,0
36802,0
36803,0
36804,1
36805,1
36806,0
36807,0
36808,0
36809,1
36810,0
36811,0
36812,1
36813,0
36814,0
36815,0
36816,2
36817,0
36818,0
36819,0
36820,1
36821,0
36822,0
36823,0
36824,1
36825,0
36826,2
36827,0
36828,0
36829,1
36830,0
36831,0
36832,0
36833,0
36834,1
36835,0
36836,0
36837,0
36838,0
36839,0
36840,0
36841,0
36842,0
36843,0
36844,0
36845,0
36846,0
36847,0
36848,0
36849,0
36850,0
36851,0
36852,0
36853,0
36854,0
36855,0
36856,0
36857,0
36858,1
36859,0
36860,0
36861,0
36862,0
36863,3
36864,0
36865,0
36866,0
36867,0
36868,0
36869,0
36870,1
36871,0
36872,0
36873,0
36874,0
36875,0
36876,1
36877,0
36878,0
36879,0
36880,2
36881,0
36882,1
36883,0
36884,1
36885,0
36886,0
36887,0
36888,0
36889,0
36890,0
36891,0
36892,0
36893,0
36894,0
36895,0
36896,0
36897,0
36898,0
36899,0
36900,1
36901,0
36902,0
36903,1
36904,0
36905,1
36906,1
36907,0
36908,0
36909,0
36910,0
36911,0
36912,0
36913,1
36914,0
36915,0
36916,0
36917,0
36918,0
36919,1
36920,0
36921,0
36922,0
36923,0
36924,0
36925,0
36926,0
36927,0
36928,0
36929,0
36930,0
36931,0
36932,0
36933,0
36934,0
36935,0
36936,1
36937,0
36938,0
36939,0
36940,0
36941,0
36942,0
36943,0
36944,0
36945,0
36946,0
36947,1
36948,0
36949,0
36950,0
36951,0
36952,0
36953,0
36954,0
36955,0
36956,0
36957,0
36958,0
36959,0
36960,0
36961,0
36962,0
36963,2
36964,0
36965,1
36966,0
36967,0
36968,0
36969,0
36970,0
36971,0
36972,0
36973,0
36974,0
36975,0
36976,0
36977,0
36978,0
36979,0
36980,0
36981,0
36982,0
36983,1
36984,0
36985,0
36986,0
36987,1
36988,1
36989,3
36990,1
36991,0
36992,3
36993,0
36994,1
36995,0
36996,1
36997,0
36998,0
36999,0
37000,0
37001,0
37002,0
37003,0
37004,0
37005,0
37006,1
37007,0
37008,0
37009,0
37010,2
37011,0
37012,0
37013,0
37014,1
37015,0
37016,0
37017,0
37018,0
37019,0
37020,0
37021,0
37022,0
37023,0
37024,0
37025,1
37026,0
37027,0
37028,0
37029,0
37030,0
37031,0
37032,0
37033,0
37034,0
37035,0
37036,0
37037,3
37038,0
37039,1
37040,0
37041,1
37042,0
37043,1
37044,1
37045,1
37046,1
37047,0
37048,1
37049,1
37050,0
37051,0
37052,0
37053,0
37054,0
37055,0
37056,0
37057,0
37058,1
37059,0
37060,1
37061,0
37062,1
37063,2
37064,0
37065,1
37066,0
37067,0
37068,0
37069,0
37070,0
37071,0
37072,0
37073,0
37074,0
37075,0
37076,0
37077,0
37078,0
37079,1
37080,0
37081,0
37082,0
37083,1
37084,0
37085,0
37086,1
37087,0
37088,0
37089,0
37090,0
37091,0
37092,0
37093,0
37094,0
37095,0
37096,0
37097,0
37098,0
37099,0
37100,0
37101,0
37102,0
37103,0
37104,0
37105,0
37106,1
37107,0
37108,0
37109,1
37110,0
37111,0
37112,0
37113,4
37114,0
37115,0
37116,0
37117,0
37118,0
37119,0
37120,1
37121,0
37122,0
37123,1
37124,0
37125,0
37126,0
37127,0
37128,1
37129,0
37130,0
37131,0
37132,0
37133,1
37134,0
37135,0
37136,0
37137,1
37138,0
37139,0
37140,0
37141,0
37142,1
37143,0
37144,0
37145,0
37146,0
37147,0
37148,0
37149,0
37150,0
37151,0
37152,3
37153,0
37154,0
37155,0
37156,1
37157,0
37158,1
37159,0
37160,0
37161,0
37162,0
37163,0
37164,0
37165,1
37166,0
37167,0
37168,0
37169,0
37170,1
37171,0
37172,0
37173,0
37174,4
37175,0
37176,0
37177,0
37178,0
37179,1
37180,0
37181,1
37182,1
37183,0
37184,0
37185,0
37186,1
37187,0
37188,0
37189,0
37190,0
37191,0
37192,0
37193,0
37194,0
37195,0
37196,0
37197,0
37198,0
37199,0
37200,0
37201,0
37202,0
37203,0
37204,0
37205,0
37206,0
37207,0
37208,0
37209,0
37210,0
37211,2
37212,0
37213,1
37214,0
37215,2
37216,0
37217,0
37218,1
37219,0
37220,1
37221,0
37222,0
37223,1
37224,0
37225,0
37226,0
37227,1
37228,0
37229,0
37230,0
37231,0
37232,0
37233,0
37234,0
37235,0
37236,1
37237,0
37238,0
37239,0
37240,0
37241,0
37242,0
37243,0
37244,0
37245,0
37246,0
37247,0
37248,0
37249,0
37250,0
37251,0
37252,0
37253,0
37254,0
37255,0
37256,0
37257,0
37258,0
37259,0
37260,0
37261,0
37262,0
37263,0
37264,0
37265,0
37266,0
37267,0
37268,0
37269,0
37270,0
37271,1
37272,1
37273,0
37274,0
37275,0
37276,0
37277,1
37278,0
37279,0
37280,0
37281,0
37282,1
37283,0
37284,1
37285,0
37286,0
37287,0
37288,0
37289,0
37290,0
37291,0
37292,1
37293,0
37294,0
37295,0
37296,0
37297,0
37298,2
37299,0
37300,0
37301,0
37302,0
37303,0
37304,0
37305,0
37306,0
37307,0
37308,0
37309,0
37310,0
37311,1
37312,0
37313,1
37314,0
37315,1
37316,0
37317,0
37318,0
37319,0
37320,0
37321,0
37322,1
37323,3
37324,0
37325,0
37326,1
37327,0
37328,0
37329,0
37330,0
37331,0
37332,0
37333,0
37334,0
37335,0
37336,0
37337,0
37338,0
37339,0
37340,0
37341,0
37342,0
37343,1
37344,0
37345,0
37346,1
37347,0
37348,0
37349,0
37350,1
37351,0
37352,0
37353,0
37354,0
37355,0
37356,1
37357,0
37358,1
37359,2
37360,0
37361,1
37362,0
37363,0
37364,0
37365,0
37366,1
37367,0
37368,0
37369,0
37370,0
37371,0
37372,0
37373,0
37374,0
37375,0
37376,0
37377,2
37378,0
37379,0
37380,1
37381,0
37382,0
37383,0
37384,0
37385,0
37386,0
37387,0
37388,0
37389,1
37390,0
37391,0
37392,0
37393,0
37394,1
37395,0
37396,0
37397,0
37398,1
37399,0
37400,0
37401,0
37402,0
37403,0
37404,1
37405,0
37406,1
37407,0
37408,0
37409,0
37410,0
37411,1
37412,1
37413,0
37414,1
37415,0
37416,0
37417,0
37418,0
37419,0
37420,1
37421,0
37422,0
37423,0
37424,0
37425,0
37426,0
37427,1
37428,0
37429,0
37430,0
37431,0
37432,0
37433,0
37434,0
37435,0
37436,0
37437,0
37438,2
37439,1
37440,0
37441,0
37442,0
37443,1
37444,0
37445,0
37446,0
37447,1
37448,0
37449,0
37450,0
37451,0
37452,0
37453,0
37454,0
37455,0
37456,0
37457,0
37458,2
37459,0
37460,0
37461,0
37462,0
37463,0
37464,0
37465,0
37466,0
37467,1
37468,0
37469,0
37470,0
37471,0
37472,2
37473,0
37474,0
37475,0
37476,0
37477,0
37478,0
37479,0
37480,1
37481,1
37482,0
37483,0
37484,1
37485,2
37486,0
37487,0
37488,0
37489,0
37490,0
37491,0
37492,1
37493,0
37494,0
37495,0
37496,0
37497,0
37498,0
37499,0
37500,0
37501,0
37502,0
37503,0
37504,0
37505,0
37506,0
37507,3
37508,0
37509,0
37510,1
37511,0
37512,0
37513,0
37514,0
37515,1
37516,0
37517,0
37518,0
37519,0
37520,0
37521,1
37522,0
37523,0
37524,0
37525,1
37526,0
37527,0
37528,0
37529,0
37530,1
37531,0
37532,0
37533,0
37534,0
37535,0
37536,0
37537,0
37538,4
37539,0
37540,0
37541,0
37542,0
37543,0
37544,0
37545,0
37546,0
37547,0
37548,0
37549,0
37550,0
37551,1
37552,0
37553,1
37554,1
37555,0
37556,0
37557,1
37558,0
37559,0
37560,0
37561,2
37562,0
37563,0
37564,0
37565,0
37566,1
37567,0
37568,0
37569,0
37570,0
37571,0
37572,0
37573,0
37574,1
37575,2
37576,0
37577,0
37578,0
37579,0
37580,1
37581,0
37582,0
37583,1
37584,0
37585,0
37586,2
37587,0
37588,0
37589,0
37590,0
37591,0
37592,0
37593,0
37594,0
37595,1
37596,0
37597,1
37598,0
37599,0
37600,0
37601,0
37602,0
37603,0
37604,0
37605,0
37606,0
37607,0
37608,0
37609,0
37610,0
37611,0
37612,0
37613,0
37614,0
37615,0
37616,0
37617,0
37618,0
37619,0
37620,0
37621,0
37622,0
37623,0
37624,0
37625,0
37626,0
37627,0
37628,0
37629,0
37630,0
37631,0
37632,0
37633,0
37634,0
37635,0
37636,0
37637,0
37638,1
37639,0
37640,0
37641,0
37642,0
37643,1
37644,0
37645,0
37646,0
37647,0
37648,0
37649,0
37650,0
37651,0
37652,0
37653,0
37654,1
37655,0
37656,0
37657,0
37658,1
37659,0
37660,0
37661,0
37662,0
37663,1
37664,0
37665,0
37666,0
37667,0
37668,1
37669,0
37670,0
37671,0
37672,1
37673,0
37674,0
37675,0
37676,0
37677,1
37678,0
37679,0
37680,0
37681,0
37682,0
37683,0
37684,1
37685,0
37686,0
37687,0
37688,0
37689,0
37690,0
37691,0
37692,0
37693,0
37694,0
37695,0
37696,0
37697,0
37698,0
37699,1
37700,0
37701,0
37702,0
37703,0
37704,0
37705,0
37706,1
37707,0
37708,0
37709,0
37710,0
37711,1
37712,0
37713,0
37714,1
37715,0
37716,0
37717,0
37718,1
37719,0
37720,0
37721,1
37722,0
37723,0
37724,0
37725,0
37726,0
37727,0
37728,0
37729,0
37730,0
37731,0
37732,2
37733,0
37734,2
37735,0
37736,0
37737,1
37738,0
37739,0
37740,1
37741,0
37742,0
37743,2
37744,2
37745,0
37746,0
37747,0
37748,1
37749,1
37750,0
37751,0
37752,0
37753,1
37754,0
37755,0
37756,2
37757,0
37758,0
37759,0
37760,0
37761,0
37762,0
37763,0
37764,3
37765,0
37766,0
37767,0
37768,0
37769,0
37770,0
37771,0
37772,0
37773,0
37774,0
37775,0
37776,0
37777,2
37778,1
37779,0
37780,0
37781,0
37782,0
37783,0
37784,0
37785,0
37786,0
37787,0
37788,0
37789,0
37790,0
37791,0
37792,1
37793,0
37794,0
37795,0
37796,0
37797,1
37798,0
37799,0
37800,0
37801,1
37802,0
37803,0
37804,0
37805,3
37806,0
37807,0
37808,0
37809,0
37810,0
37811,1
37812,0
37813,0
37814,0
37815,1
37816,0
37817,1
37818,0
37819,0
37820,0
37821,0
37822,1
37823,0
37824,0
37825,0
37826,0
